TransactionAmount,TransactionDuration,AccountBalance,CustomerAge,TransactionType,Channel,Cluster
434.67,123.99999999999999,1298.13,27.0,Credit,Online,3
510.7,294.0,5828.48,27.0,Credit,Online,3
331.98,12.0,7600.99,74.0,Debit,ATM,2
199.54,268.0,9603.73,56.0,Debit,Online,3
212.97,178.0,4180.4,59.0,Debit,Online,3
270.56,139.0,1268.44,23.0,Debit,Online,3
306.37,120.0,9609.67,26.0,Debit,ATM,2
643.02,85.0,11989.39,38.0,Credit,ATM,2
98.48,12.0,9538.92,47.0,Debit,Branch,1
889.01,169.0,4826.88,36.0,Debit,Online,3
537.86,134.0,293.06,27.0,Debit,Online,3
241.18,162.0,1445.53,25.0,Debit,ATM,2
130.54,94.0,11204.62,64.0,Debit,ATM,2
800.29,84.00000000000001,693.4,20.0,Credit,Branch,1
8.81,165.0,13523.65,57.0,Debit,Online,3
28.52,163.0,662.51,20.0,Debit,ATM,2
431.31,99.0,342.73,23.0,Credit,Online,3
885.33,59.00000000000001,7764.159999999999,47.0,Credit,ATM,2
199.23,53.99999999999999,9834.0,29.0,Debit,ATM,2
42.26,171.0,268.77,44.0,Debit,ATM,2
166.06,172.0,5397.68,30.0,Debit,ATM,2
357.72,25.000000000000004,7659.500000000001,53.0,Debit,ATM,2
588.37,284.0,1926.0799999999997,28.0,Debit,Online,3
72.82,127.0,6911.62,68.0,Debit,Online,3
162.36,147.0,7527.040000000001,36.0,Debit,Online,3
584.82,109.0,12071.1,43.0,Credit,Online,3
38.15,129.0,1425.47,72.0,Credit,Online,3
477.54,52.00000000000001,1598.63,23.0,Credit,ATM,2
639.57,43.0,11726.47,60.0,Debit,Branch,1
58.23,34.0,9189.76,28.0,Debit,Online,3
776.21,99.0,4895.87,78.0,Credit,Online,3
248.76,117.0,6178.77,21.0,Debit,Branch,1
188.61,26.0,7167.57,67.0,Debit,Online,3
675.37,30.999999999999996,4704.91,56.0,Credit,Online,3
94.82,56.0,1267.72,67.0,Credit,Branch,1
425.18,135.0,5790.55,59.0,Credit,Online,3
50.28,65.0,5729.1,60.0,Debit,Branch,1
864.72,58.00000000000001,7379.38,34.0,Credit,Branch,1
70.68,105.0,1478.41,25.0,Debit,Online,3
261.77,45.99999999999999,824.7099999999999,28.0,Debit,Online,3
183.22,63.0,1024.42,27.0,Debit,ATM,2
58.32,275.0,6027.49,29.0,Credit,Branch,1
156.86,102.0,14453.35,51.0,Debit,ATM,2
120.67,233.0,5374.54,42.0,Debit,ATM,2
308.62,101.0,9148.08,59.0,Credit,Branch,1
506.81,41.0,2757.23,59.0,Debit,ATM,2
328.39,107.99999999999999,2523.83,41.0,Debit,ATM,2
796.3,64.0,1498.79,67.0,Debit,Branch,1
72.47,72.0,1305.56,29.0,Debit,Online,3
279.6,131.0,1910.9000000000003,25.0,Debit,ATM,2
304.2,102.0,423.64,25.0,Debit,Online,3
351.38,21.000000000000004,7606.63,64.0,Debit,Branch,1
86.07,22.999999999999996,842.5599999999998,31.0,Debit,Branch,1
604.5,80.0,709.4199999999998,28.0,Debit,ATM,2
258.7,123.0,1358.37,27.0,Debit,ATM,2
994.6299999999999,158.0,13538.14,61.0,Debit,Online,3
11.46,64.0,7258.33,75.0,Credit,Branch,1
63.75999999999999,100.00000000000001,4980.26,69.0,Debit,ATM,2
446.83,143.0,1623.5,55.0,Credit,Branch,1
63.540000000000006,136.0,4401.78,26.0,Debit,ATM,2
81.11,110.0,2051.37,48.0,Debit,Online,3
441.26,87.0,13704.92,58.0,Credit,Branch,1
170.96,69.00000000000001,13374.89,64.0,Debit,Branch,1
48.51,69.00000000000001,3363.23,22.0,Debit,Branch,1
325.03,106.0,13521.76,60.0,Debit,Branch,1
125.83,138.0,6109.86,57.0,Debit,ATM,2
506.83,45.0,9975.79,37.0,Debit,Branch,1
738.94,173.0,13856.18,41.0,Debit,Branch,1
180.36,55.0,9905.23,33.0,Credit,Online,3
225.1,35.0,1547.71,28.0,Debit,ATM,2
359.51,157.0,7153.72,79.0,Debit,Online,3
720.46,44.0,3101.54,54.0,Debit,Branch,1
1116.57,104.0,1393.14,56.0,Debit,ATM,2
291.46,135.0,7142.53,57.0,Debit,ATM,2
1192.95,73.0,325.15,23.0,Debit,Branch,1
98.24,148.0,580.66,28.0,Debit,Online,3
100.48,104.0,6149.81,18.0,Credit,Branch,1
45.9,264.0,5698.25,56.0,Debit,Branch,1
258.21,225.0,9562.41,39.0,Debit,Online,3
1079.11,211.0,2038.31,53.0,Debit,Online,3
287.51,255.0,187.65,22.0,Debit,Online,3
501.29999999999995,146.0,8520.08,26.0,Credit,Online,3
26.1,32.0,1435.72,27.0,Debit,ATM,2
436.77,176.0,825.69,20.0,Debit,ATM,2
292.38,224.0,5803.89,68.0,Debit,ATM,2
1026.46,165.0,3134.47,53.0,Debit,Branch,1
25.29,125.0,5374.69,50.0,Debit,Online,3
123.34999999999998,10.0,6852.16,31.0,Credit,Online,3
139.52,30.999999999999996,1570.22,23.0,Debit,Branch,1
51.2,83.0,730.6,18.0,Debit,Online,3
122.85,127.0,13185.39,47.0,Credit,Online,3
161.38,101.0,3900.3399999999997,24.0,Credit,Online,3
2.51,32.0,4891.56,63.0,Debit,Online,3
22.62,102.0,7682.0,64.0,Debit,ATM,2
126.83000000000001,39.0,6100.98,57.0,Debit,Branch,1
46.6,68.00000000000001,1562.9,55.0,Debit,Online,3
243.8,48.0,13732.81,57.0,Debit,Branch,1
231.51,96.0,5790.7,60.0,Credit,Branch,1
175.05,34.0,1447.35,39.0,Debit,Online,3
762.74,244.0,207.1,64.0,Debit,ATM,2
34.03,37.99999999999999,3077.2,57.0,Debit,Branch,1
15.950000000000001,52.00000000000001,1983.0,25.0,Debit,Branch,1
926.53,107.0,3120.1,57.0,Debit,ATM,2
101.51,199.0,3052.47,46.0,Credit,Online,3
309.42,42.00000000000001,8564.46,27.0,Debit,Branch,1
257.6,293.0,7950.74,59.0,Credit,Online,3
746.78,64.0,1699.81,21.0,Credit,Branch,1
82.01,156.0,287.46,23.0,Credit,Branch,1
476.99,187.0,1154.48,23.0,Debit,Online,3
320.11,130.0,4076.4799999999996,23.0,Debit,Branch,1
333.39,35.0,10628.59,68.0,Debit,ATM,2
10.3,197.0,7801.32,47.0,Debit,ATM,2
737.46,75.0,634.16,53.0,Credit,Branch,1
416.55,73.0,922.9599999999999,33.0,Debit,Online,3
84.91,68.00000000000001,1671.86,18.0,Debit,Online,3
98.95,73.0,5670.82,75.0,Debit,Branch,1
18.14,48.0,6020.85,58.0,Credit,ATM,2
1154.79,107.99999999999999,6180.3,51.0,Debit,ATM,2
215.13,114.0,3956.6899999999996,46.0,Debit,Online,3
218.57,102.0,13869.86,62.0,Credit,Branch,1
341.88,89.0,4159.52,43.0,Debit,ATM,2
691.92,61.00000000000001,1084.65,19.0,Debit,Online,3
50.43,51.00000000000001,9794.26,32.0,Debit,Branch,1
440.43,22.999999999999996,5123.24,78.0,Debit,Branch,1
299.03,52.00000000000001,1381.28,39.0,Debit,Branch,1
1.98,170.0,11619.1,66.0,Debit,ATM,2
173.45,161.0,9077.62,31.0,Debit,ATM,2
438.76,73.0,1824.19,22.0,Debit,Branch,1
519.62,40.0,4159.33,71.0,Credit,Online,3
738.68,123.99999999999999,14352.33,50.0,Debit,Online,3
151.14,37.99999999999999,2156.54,64.0,Debit,Online,3
75.77,148.0,8361.7,51.0,Debit,Branch,1
444.52,17.0,5424.6,27.0,Debit,Online,3
5.29,276.0,11263.89,52.0,Debit,Online,3
97.63,127.0,12467.31,48.0,Credit,Online,3
256.95,71.0,2531.24,26.0,Debit,Branch,1
734.86,290.0,6242.03,48.0,Credit,Branch,1
1250.94,107.0,11565.97,36.0,Debit,ATM,2
84.28,142.0,13586.06,39.0,Debit,Branch,1
927.45,95.0,1161.84,24.0,Debit,ATM,2
202.49,69.00000000000001,7447.099999999999,48.0,Credit,ATM,2
154.99,53.00000000000001,1419.31,25.0,Debit,Branch,1
481.53,277.0,6142.54,58.0,Debit,Branch,1
172.92,212.0,416.37,20.0,Debit,Online,3
275.59,238.0,6313.22,53.0,Credit,Branch,1
207.2,133.0,8092.9400000000005,60.0,Debit,Online,3
136.82,14.0,6229.13,31.0,Debit,Branch,1
624.0,132.0,4976.18,26.0,Debit,Branch,1
179.38,28.0,8741.51,30.0,Debit,Online,3
10.15,58.00000000000001,7155.04,59.0,Debit,ATM,2
26.3,33.0,7473.73,32.0,Debit,ATM,2
319.5,69.00000000000001,2366.3,29.0,Credit,Branch,1
182.42,137.0,3051.29,51.0,Debit,Branch,1
716.62,241.0,6987.4,44.0,Debit,ATM,2
222.96,150.0,7370.41,65.0,Credit,ATM,2
79.77,167.0,5010.31,68.0,Debit,ATM,2
431.08,25.000000000000004,6760.22,59.0,Debit,Branch,1
592.24,140.0,9817.05,52.0,Debit,ATM,2
200.19,107.99999999999999,4389.96,52.0,Credit,Branch,1
297.5,80.0,6768.14,73.0,Credit,Branch,1
345.86,145.0,1504.64,51.0,Debit,ATM,2
343.88,97.0,6486.18,63.0,Debit,Online,3
16.52,135.0,835.5299999999999,25.0,Credit,Online,3
162.1,151.0,8576.65,41.0,Debit,Branch,1
36.12,234.0,1593.03,22.0,Debit,Online,3
354.91,191.0,3872.5500000000006,74.0,Debit,ATM,2
38.41,117.0,9129.68,40.0,Debit,ATM,2
53.52,55.0,2227.49,49.0,Debit,Branch,1
498.59,138.0,2619.46,57.0,Debit,Online,3
13.3,63.0,213.0,23.0,Debit,ATM,2
189.65,60.00000000000001,8457.09,21.0,Debit,ATM,2
255.32,26.999999999999996,6290.62,80.0,Debit,ATM,2
230.51,56.0,9522.37,51.0,Credit,Branch,1
237.74,151.99999999999997,11795.12,61.0,Debit,ATM,2
512.76,26.0,5121.36,52.0,Debit,ATM,2
151.37,53.00000000000001,8356.08,54.0,Debit,ATM,2
85.01,157.0,1299.4,25.0,Credit,ATM,2
444.47,61.00000000000001,6062.94,57.0,Debit,Online,3
184.19,58.00000000000001,7588.67,67.0,Debit,ATM,2
879.25,137.0,125.84999999999998,24.0,Credit,Online,3
55.98,87.0,7047.04,24.0,Credit,Branch,1
54.91,275.0,7927.2699999999995,41.0,Credit,ATM,2
1047.69,139.0,1889.7799999999997,20.0,Debit,Online,3
393.74,90.0,1769.06,26.0,Debit,Online,3
58.94,26.0,4575.98,30.0,Debit,Online,3
515.57,56.0,9269.67,27.0,Debit,ATM,2
332.15,105.0,9749.46,59.0,Debit,ATM,2
177.94,173.0,123.23999999999998,19.0,Debit,Online,3
68.68,141.0,4718.51,49.0,Debit,Online,3
1431.54,84.00000000000001,1171.98,20.0,Debit,Online,3
240.03,30.999999999999996,7807.73,33.0,Debit,Online,3
168.34,240.0,7483.01,64.0,Debit,ATM,2
474.77,284.0,8494.53,46.0,Debit,Online,3
451.7,103.0,8994.67,29.0,Debit,Online,3
243.84999999999997,43.0,4576.78,39.0,Debit,Branch,1
5.76,164.0,5859.79,38.0,Debit,Branch,1
435.08,78.0,2103.41,55.0,Debit,Online,3
127.78,170.0,1046.66,20.0,Debit,ATM,2
23.14,93.0,10536.54,47.0,Credit,Online,3
545.87,41.0,4860.01,27.0,Debit,Branch,1
21.21,37.0,9575.42,55.0,Debit,Online,3
423.53,81.0,5453.4,50.0,Credit,Branch,1
142.1,109.0,1545.64,18.0,Credit,Online,3
1413.24,199.0,7272.01,58.0,Debit,ATM,2
114.15,52.00000000000001,1612.4,19.0,Debit,ATM,2
275.98,67.0,6151.05,72.0,Credit,Online,3
590.68,22.999999999999996,852.1999999999999,27.0,Debit,Branch,1
152.42,176.0,9141.79,42.0,Debit,ATM,2
395.77,118.0,6425.99,43.0,Credit,Branch,1
615.16,140.0,214.61,26.0,Debit,Online,3
207.82,30.0,229.02,19.0,Credit,Online,3
220.52,151.99999999999997,1793.09,57.0,Debit,ATM,2
281.47,142.0,4437.48,34.0,Debit,ATM,2
57.91,97.0,3641.06,58.0,Credit,Branch,1
30.48,78.0,11481.85,32.0,Credit,Branch,1
1152.58,180.0,7567.17,65.0,Debit,Branch,1
453.09,97.0,6708.65,48.0,Debit,Branch,1
424.47,116.00000000000001,5491.55,22.0,Debit,Online,3
228.4,116.00000000000001,9598.43,67.0,Debit,ATM,2
67.17,48.0,14410.44,63.0,Debit,Online,3
284.89,115.0,9738.6,53.0,Debit,Online,3
118.69,296.0,749.3399999999999,33.0,Debit,Online,3
221.33,276.0,1185.43,27.0,Debit,ATM,2
252.31,172.0,1584.6,26.0,Credit,ATM,2
58.85,115.0,1789.8,71.0,Credit,Online,3
194.68,165.0,14494.18,32.0,Debit,Online,3
433.53,231.0,6368.32,38.0,Debit,Branch,1
178.26,59.00000000000001,1137.13,59.0,Debit,ATM,2
207.65,98.0,5143.8,34.0,Debit,Online,3
237.0,115.0,14021.4,49.0,Debit,Online,3
1169.59,114.0,5946.45,28.0,Debit,Online,3
347.63,272.0,1400.04,25.0,Credit,Online,3
517.68,24.0,11305.81,31.0,Debit,ATM,2
36.25,75.99999999999999,193.06,52.0,Debit,Branch,1
46.53,34.0,4468.12,42.0,Debit,ATM,2
207.47,12.0,1688.9,53.0,Debit,ATM,2
199.7,285.0,7574.449999999999,43.0,Debit,ATM,2
307.89,90.0,2637.55,62.0,Credit,Online,3
403.63,167.0,3304.02,31.0,Debit,Branch,1
20.06,144.0,445.21,27.0,Debit,ATM,2
236.57,112.0,3488.77,79.0,Debit,ATM,2
0.32,136.0,7158.58,39.0,Debit,ATM,2
14.28,81.0,1597.51,23.0,Debit,ATM,2
232.35,153.0,4186.25,33.0,Credit,Branch,1
317.53,104.0,6237.68,44.0,Debit,Online,3
74.67,283.0,3449.35,43.0,Debit,ATM,2
65.01,67.0,10235.19,29.0,Credit,Online,3
0.45,172.0,8670.23,34.0,Debit,Branch,1
364.13,61.00000000000001,8198.0,63.0,Debit,ATM,2
340.13,32.0,1149.74,24.0,Debit,Branch,1
15.810000000000002,11.0,8384.85,69.0,Debit,Branch,1
222.66,88.0,14466.38,39.0,Debit,Online,3
638.24,64.0,5695.78,48.0,Debit,Branch,1
241.21,107.99999999999999,1220.86,31.0,Debit,ATM,2
171.16,42.00000000000001,6126.5,51.0,Debit,Online,3
1360.67,118.0,2861.65,29.0,Debit,Branch,1
37.65,109.0,411.78,27.0,Credit,Online,3
25.77,18.0,4331.54,68.0,Debit,Online,3
789.8,94.0,13948.09,40.0,Debit,ATM,2
308.85,33.0,333.19,20.0,Credit,Branch,1
1454.52,20.0,1189.03,27.0,Debit,ATM,2
806.97,11.0,102.2,25.0,Debit,Online,3
364.81,53.00000000000001,1145.23,25.0,Debit,Online,3
490.82,114.0,8704.27,26.0,Debit,ATM,2
1021.3799999999999,125.0,6223.26,61.0,Debit,Branch,1
311.28,198.0,135.96,49.0,Debit,Branch,1
85.03,48.0,4597.57,51.0,Debit,ATM,2
307.75,63.0,1061.58,64.0,Debit,Branch,1
333.67,68.00000000000001,9238.08,36.0,Debit,Online,3
589.89,213.0,9404.63,56.0,Debit,Branch,1
372.08,63.0,13330.74,66.0,Debit,Branch,1
502.9,141.0,341.24,26.0,Credit,Online,3
103.81,34.0,7044.63,36.0,Debit,ATM,2
69.43,162.0,9281.85,30.0,Debit,ATM,2
110.4,61.99999999999999,8639.36,56.0,Credit,ATM,2
275.65,14.0,4957.57,28.0,Credit,Branch,1
336.01,121.0,9938.2,63.0,Debit,Online,3
251.8,102.0,11796.66,62.0,Debit,ATM,2
334.07,200.00000000000003,7306.79,59.0,Debit,Branch,1
52.44,87.0,3157.75,27.0,Debit,Online,3
1030.85,39.0,1941.8,25.0,Debit,ATM,2
141.37,77.0,1019.7699999999999,46.0,Debit,Online,3
211.7,205.0,12272.78,50.0,Credit,Online,3
61.39999999999999,20.0,7892.87,41.0,Debit,Branch,1
308.23,22.999999999999996,4150.63,60.0,Debit,ATM,2
111.41,181.0,1204.11,21.0,Debit,Branch,1
675.49,159.0,1892.9999999999998,61.0,Debit,ATM,2
29.72,37.99999999999999,1059.62,26.0,Debit,ATM,2
301.73,163.0,990.7399999999999,67.0,Debit,Online,3
294.61,74.0,7375.59,60.0,Debit,Branch,1
106.43,164.0,9403.12,52.0,Credit,ATM,2
381.52,79.0,5798.92,36.0,Debit,Online,3
1142.76,71.0,1498.93,25.0,Credit,Online,3
5.66,33.0,5434.64,40.0,Debit,Branch,1
209.09,203.0,9100.81,48.0,Debit,ATM,2
521.81,34.0,4750.96,47.0,Debit,ATM,2
588.36,134.0,8434.99,33.0,Debit,Online,3
146.67,273.0,1569.75,20.0,Debit,Online,3
176.52,94.0,7132.08,73.0,Credit,Online,3
57.34,81.0,1100.64,27.0,Debit,Online,3
294.77,101.0,2272.17,77.0,Debit,Online,3
881.32,59.00000000000001,2287.93,31.0,Debit,Online,3
162.59,18.999999999999996,7104.83,64.0,Debit,Branch,1
56.15,77.0,13265.92,31.0,Debit,Branch,1
524.55,175.0,8292.75,39.0,Debit,ATM,2
535.4,110.0,651.8399999999999,23.0,Debit,Branch,1
56.84,185.0,7977.78,45.0,Debit,ATM,2
135.94,258.0,4710.21,71.0,Debit,Branch,1
47.1,178.0,6308.07,42.0,Credit,Branch,1
124.05,220.0,7009.54,61.0,Credit,Branch,1
802.89,175.0,1973.63,19.0,Debit,ATM,2
193.16,109.0,2304.56,64.0,Debit,ATM,2
541.52,161.0,6087.24,48.0,Credit,Branch,1
20.17,86.0,3869.3699999999994,77.0,Debit,ATM,2
35.98,133.0,11147.34,40.0,Credit,Branch,1
273.24,173.0,2202.21,51.0,Debit,Branch,1
663.45,147.0,5897.29,67.0,Debit,ATM,2
343.86,70.0,3278.65,57.0,Debit,Branch,1
69.38,280.0,12072.11,69.0,Debit,Branch,1
75.43,266.0,1441.86,77.0,Debit,ATM,2
414.64,74.0,7253.22,32.0,Debit,Branch,1
86.79,166.0,8795.37,33.0,Debit,Branch,1
1105.88,36.0,2636.32,34.0,Debit,ATM,2
14.1,73.0,6949.21,45.0,Debit,Branch,1
63.330000000000005,123.99999999999999,792.33,23.0,Credit,Branch,1
606.27,42.00000000000001,9668.78,29.0,Debit,Branch,1
4.47,132.0,1381.75,27.0,Debit,Branch,1
289.01,96.0,4226.26,66.0,Debit,Online,3
338.69,169.0,1137.89,18.0,Debit,Branch,1
97.73,156.0,7885.209999999999,69.0,Debit,Branch,1
1021.16,104.0,9427.06,20.0,Debit,ATM,2
27.61,26.0,3679.64,54.0,Credit,ATM,2
284.17,189.0,3479.56,51.0,Debit,ATM,2
76.21,69.00000000000001,664.9299999999998,22.0,Debit,Branch,1
334.79,292.0,624.0899999999999,69.0,Credit,Branch,1
584.51,75.99999999999999,3254.56,74.0,Debit,ATM,2
432.18,162.0,678.8299999999999,18.0,Debit,Branch,1
134.55,165.0,14852.42,59.0,Debit,Online,3
61.66,86.0,5705.4,26.0,Debit,ATM,2
12.35,22.0,1846.85,25.0,Debit,Branch,1
213.25,63.0,677.7899999999998,25.0,Debit,Branch,1
34.93,72.0,2810.37,31.0,Debit,Branch,1
959.48,36.0,10631.43,67.0,Debit,Branch,1
335.68,142.0,1188.95,24.0,Debit,Online,3
423.96,75.0,8374.38,43.0,Debit,ATM,2
361.38,71.0,4972.92,72.0,Credit,Online,3
220.82,30.999999999999996,4298.13,42.0,Debit,Branch,1
717.36,138.0,514.88,22.0,Credit,Online,3
406.12,106.0,10501.53,42.0,Debit,ATM,2
427.83,29.000000000000004,3293.06,47.0,Debit,ATM,2
416.62,67.0,9700.9,26.0,Credit,Online,3
21.9,30.0,1052.27,28.0,Debit,ATM,2
717.74,168.00000000000003,8375.16,42.0,Credit,Online,3
393.68,141.0,10135.88,55.0,Debit,ATM,2
281.91,269.0,225.53,25.0,Debit,Branch,1
239.85,50.00000000000001,1477.63,70.0,Debit,ATM,2
237.84,16.0,8932.39,26.0,Debit,Branch,1
459.29,109.0,1006.12,64.0,Credit,Online,3
196.49,65.0,7516.560000000001,41.0,Debit,Branch,1
21.23,103.0,319.18,23.0,Debit,ATM,2
95.23,60.00000000000001,966.8799999999999,20.0,Debit,Online,3
344.87,25.000000000000004,7447.44,58.0,Debit,Branch,1
129.62,123.99999999999999,620.28,23.0,Credit,ATM,2
16.53,220.0,707.95,21.0,Debit,ATM,2
277.02,227.0,8586.38,46.0,Credit,ATM,2
13.02,42.00000000000001,6076.45,51.0,Debit,Branch,1
199.02,185.0,793.6299999999999,22.0,Debit,ATM,2
684.5,75.99999999999999,6258.63,29.0,Debit,Branch,1
1173.74,61.00000000000001,10456.24,61.0,Credit,Online,3
45.92,22.999999999999996,544.56,26.0,Debit,ATM,2
761.73,26.999999999999996,151.28,19.0,Debit,ATM,2
331.38,122.0,844.5499999999998,42.0,Debit,ATM,2
602.8,173.0,7417.69,60.0,Debit,Branch,1
64.12,222.0,1029.09,57.0,Credit,Branch,1
57.38,86.0,899.5199999999999,28.0,Debit,Online,3
94.64,144.0,586.76,28.0,Credit,ATM,2
155.56,64.0,129.79,19.0,Credit,Branch,1
301.39,104.0,10548.58,47.0,Credit,Online,3
136.31,65.0,4384.95,74.0,Debit,Online,3
4.39,63.0,1429.61,26.0,Debit,ATM,2
429.25,107.0,5019.68,29.0,Debit,Online,3
138.54,93.0,8274.77,60.0,Credit,Branch,1
33.03,28.0,935.8800000000001,21.0,Debit,Branch,1
76.39,80.0,11584.32,30.0,Debit,Online,3
25.32,25.000000000000004,1642.34,19.0,Debit,ATM,2
330.91,28.0,6481.35,36.0,Debit,ATM,2
153.55,16.0,5619.91,37.0,Debit,Online,3
217.61,120.0,1661.1,27.0,Debit,Online,3
131.69,59.00000000000001,2958.43,53.0,Credit,Branch,1
953.17,84.00000000000001,3506.11,60.0,Debit,Online,3
68.49,49.0,6683.31,67.0,Debit,Online,3
1493.0,151.0,1619.16,69.0,Debit,ATM,2
470.62,127.0,12470.62,57.0,Debit,Branch,1
385.35,269.0,5184.13,38.0,Debit,Branch,1
74.72,132.0,165.75,26.0,Debit,Online,3
352.03,219.0,4846.68,27.0,Credit,Online,3
275.87,112.0,1697.58,25.0,Debit,ATM,2
90.94,56.0,3896.08,63.0,Credit,ATM,2
206.25,56.0,3651.07,74.0,Debit,ATM,2
116.76,212.0,4480.43,51.0,Debit,ATM,2
91.5,77.0,667.6599999999999,47.0,Debit,ATM,2
489.31000000000006,36.0,5595.22,43.0,Debit,Branch,1
1664.33,65.0,1588.31,18.0,Debit,Branch,1
414.49,107.99999999999999,12709.58,58.0,Credit,Online,3
315.13,143.0,6570.94,30.0,Debit,Branch,1
28.38,260.0,8892.62,45.0,Debit,Branch,1
456.05,20.0,11729.51,68.0,Debit,Branch,1
277.22,41.0,12104.51,35.0,Debit,Branch,1
54.84,123.99999999999999,3495.51,52.0,Debit,Online,3
29.92,63.0,7855.01,68.0,Credit,Online,3
133.06,143.0,8843.44,35.0,Debit,Online,3
332.06,221.0,11826.52,29.0,Debit,ATM,2
14.34,24.0,7932.509999999999,67.0,Credit,Online,3
468.32,151.99999999999997,4710.04,69.0,Debit,Online,3
582.17,135.0,7310.83,57.0,Debit,Branch,1
245.62,127.0,1879.8200000000002,23.0,Debit,Branch,1
981.9,112.0,9018.33,43.0,Credit,Online,3
83.6,192.0,13899.24,47.0,Debit,ATM,2
331.22,161.0,12613.25,61.0,Credit,Branch,1
57.49,177.0,765.1499999999999,24.0,Credit,Online,3
85.58,60.00000000000001,7794.84,55.0,Debit,ATM,2
157.56,159.0,7541.160000000001,43.0,Debit,Branch,1
230.3,24.0,8356.88,46.0,Debit,Online,3
305.92,88.0,1445.47,72.0,Debit,ATM,2
942.7,29.000000000000004,5141.32,35.0,Debit,Online,3
116.33,144.0,1696.15,27.0,Debit,Branch,1
537.71,175.0,1806.08,19.0,Credit,Online,3
538.17,252.0,5908.04,27.0,Credit,Branch,1
219.44,22.999999999999996,4207.27,42.0,Debit,Online,3
61.62,18.999999999999996,8365.37,57.0,Debit,Online,3
58.77,191.0,7261.7,27.0,Debit,Online,3
538.13,165.0,5008.59,62.0,Debit,ATM,2
177.05,235.0,4287.82,24.0,Debit,Branch,1
403.01,286.0,10513.52,63.0,Debit,Online,3
719.76,190.0,690.5199999999999,19.0,Debit,Branch,1
163.22,217.0,1788.27,26.0,Debit,Online,3
242.85,93.0,4672.8,42.0,Debit,Online,3
291.22,100.00000000000001,3677.63,41.0,Credit,Online,3
56.52,151.99999999999997,6911.2,42.0,Debit,ATM,2
195.8,186.0,12027.68,39.0,Debit,Online,3
66.76,44.0,184.72,36.0,Credit,Branch,1
190.9,40.0,101.25,28.0,Debit,Online,3
106.99,151.99999999999997,5771.4,38.0,Debit,Branch,1
655.81,164.0,4539.99,55.0,Debit,ATM,2
107.1,175.0,193.8,25.0,Credit,Online,3
79.92,274.0,9138.76,44.0,Debit,ATM,2
430.83,292.0,941.4899999999999,18.0,Debit,Branch,1
235.34,68.00000000000001,566.83,26.0,Debit,Branch,1
86.35,24.0,1550.48,52.0,Credit,Branch,1
337.99,115.0,9038.63,70.0,Debit,ATM,2
577.13,66.0,6640.51,40.0,Credit,Branch,1
213.33,161.0,5400.44,52.0,Debit,ATM,2
54.52,164.0,6980.98,32.0,Debit,Branch,1
100.13,168.00000000000003,5209.16,57.0,Debit,Branch,1
883.92,129.0,2342.64,53.0,Credit,Online,3
69.8,138.0,136.77,27.0,Credit,Branch,1
768.94,53.00000000000001,6860.18,64.0,Debit,Branch,1
179.62,119.0,409.26,24.0,Debit,Online,3
425.91,47.0,383.58,23.0,Debit,ATM,2
263.34,55.0,2411.02,64.0,Debit,ATM,2
113.03,12.0,6756.13,36.0,Credit,Online,3
11.02,42.00000000000001,7879.66,42.0,Debit,Online,3
865.17,161.0,9297.5,24.0,Debit,Branch,1
152.0,63.0,7531.429999999999,51.0,Debit,ATM,2
270.39,104.0,899.15,25.0,Debit,ATM,2
246.40999999999997,22.999999999999996,1431.6,54.0,Debit,ATM,2
336.84,100.00000000000001,4500.26,22.0,Debit,ATM,2
261.45,96.0,6735.74,50.0,Credit,Online,3
99.98,151.99999999999997,3037.97,73.0,Credit,Online,3
400.69,26.0,9040.33,32.0,Debit,Online,3
411.47,120.0,796.63,26.0,Debit,ATM,2
204.63,91.99999999999999,9199.52,52.0,Debit,Online,3
421.56,144.0,8037.870000000001,53.0,Debit,Online,3
193.38,285.0,1081.79,18.0,Debit,ATM,2
377.04,64.0,3812.87,34.0,Debit,ATM,2
54.1,17.0,940.91,28.0,Credit,Branch,1
18.1,66.0,6474.34,57.0,Debit,ATM,2
408.62,159.0,2498.48,48.0,Credit,Online,3
162.1,221.0,9578.74,64.0,Debit,Branch,1
165.31,28.0,7346.66,49.0,Debit,ATM,2
267.48,159.0,811.86,21.0,Debit,ATM,2
856.9,150.0,8579.69,36.0,Debit,Branch,1
433.9,37.0,9013.1,65.0,Debit,Online,3
271.22,87.0,6863.02,45.0,Credit,ATM,2
307.68,162.0,2052.84,75.0,Credit,Online,3
348.17,181.0,1887.84,21.0,Debit,ATM,2
43.1,102.0,6944.9,25.0,Debit,Branch,1
557.78,102.0,1289.48,26.0,Credit,Branch,1
325.6,88.0,13777.1,69.0,Debit,ATM,2
235.83,169.0,4120.75,53.0,Credit,Online,3
603.54,26.0,10517.47,44.0,Debit,Online,3
270.25,42.00000000000001,5414.97,31.0,Debit,ATM,2
123.38,40.0,13542.41,59.0,Debit,Online,3
577.12,69.00000000000001,5265.88,39.0,Debit,ATM,2
92.24,93.0,6937.48,60.0,Debit,Branch,1
856.21,109.0,12690.79,33.0,Credit,Branch,1
251.54000000000002,177.0,254.75,48.0,Debit,Branch,1
28.63,146.0,3382.91,56.0,Debit,Branch,1
185.97,18.999999999999996,1776.91,23.0,Debit,Online,3
243.08000000000004,93.0,131.25,24.0,Credit,Online,3
